id,longitud,latitud
3993,-3.67138886,40.43127441
3994,-3.67558002,40.42626953
3995,-3.67356586,40.43382263
3996,-3.67336798,40.43229675
3997,-3.67515779,40.43118668
3998,-3.67640805,40.42992783
3999,-3.67383575,40.42983246
4000,-3.67212248,40.42972946
4001,-3.67360353,40.43242264
4002,-3.67826700,40.42488098
4003,-3.68013334,40.42597198
4004,-3.68052888,40.43478012
4005,-3.67775345,40.43005753
4006,-3.67783856,40.42998886
4008,-3.67942715,40.43459320
4009,-3.67956734,40.43151855
4010,-3.67969537,40.43131638
4011,-3.67977619,40.42901993
4012,-3.68221474,40.43490982
4013,-3.67799020,40.43469238
4014,-3.68484044,40.42637253
4015,-3.68128490,40.42503357
4016,-3.68231416,40.43022919
4017,-3.68256330,40.43026352
4018,-3.66096592,40.43233490
4019,-3.66028070,40.43032074
4020,-3.65925360,40.43188095
4021,-3.67816567,40.42364502
4022,-3.68127131,40.42137909
4023,-3.66999340,40.42929840
4024,-3.67556286,40.42711639
4025,-3.66291237,40.43085480
4026,-3.68133903,40.42142105
4027,-3.68338799,40.42114639
4028,-3.68182564,40.42211533
4029,-3.67903948,40.42333221
4030,-3.66806889,40.42945099
4031,-3.66649389,40.42921829
4032,-3.66737056,40.42872620
4033,-3.66836452,40.42705917
4034,-3.67037225,40.42727280
4035,-3.67004180,40.42750168
4036,-3.66586447,40.42945480
4037,-3.66416144,40.43120193
4038,-3.66040421,40.43160629
4039,-3.67273378,40.42466354
4040,-3.67081904,40.42451859
4041,-3.67587900,40.42317200
4042,-3.67587137,40.42256165
4043,-3.68021894,40.42375183
4044,-3.68002415,40.42356873
4045,-3.68033433,40.42352676
4046,-3.67270231,40.42301559
4047,-3.67279029,40.42324829
4048,-3.68345714,40.42100906
4049,-3.66899824,40.42281723
4050,-3.66900659,40.41962433
4051,-3.66742921,40.42089081
4052,-3.67454886,40.42149734
4053,-3.67773485,40.42164612
4054,-3.67959595,40.42071152
4055,-3.67735481,40.42157364
4056,-3.67057514,40.42125320
4057,-3.67523432,40.41829300
4058,-3.67683172,40.41820908
4059,-3.66866684,40.42377090
4060,-3.67710662,40.41352081
4061,-3.67795110,40.40888596
4062,-3.67417121,40.41106415
4063,-3.67527413,40.41106033
4064,-3.67618322,40.41933441
4066,-3.67638874,40.41173935
4067,-3.67605352,40.42055511
4068,-3.67987728,40.42116165
4069,-3.67651057,40.41307831
4070,-3.67436934,40.42166901
4071,-3.68008828,40.42183304
4072,-3.67907858,40.42165375
4073,-3.67890954,40.42190170
4074,-3.67894650,40.42142105
4075,-3.67197967,40.42137909
4076,-3.67406774,40.42140579
4077,-3.67285824,40.42113113
4078,-3.69345355,40.39167404
4079,-3.69340587,40.39027405
4080,-3.69517541,40.38961792
4081,-3.69652247,40.39014435
4082,-3.69629049,40.39199066
4083,-3.69828129,40.39523315
4084,-3.69796920,40.39772415
4085,-3.69896388,40.39651108
4086,-3.69807529,40.39915085
4087,-3.69691682,40.39743805
4088,-3.69584131,40.39632034
4089,-3.69715714,40.39640045
4090,-3.69666338,40.39691544
4091,-3.69632840,40.39659500
4092,-3.69644547,40.39833450
4093,-3.69253731,40.39197540
4094,-3.69265842,40.39091110
4095,-3.69269085,40.39083099
4096,-3.69221973,40.39002991
4097,-3.69159031,40.38904190
4098,-3.69167376,40.38904572
4099,-3.69097233,40.38790131
4100,-3.69331741,40.39012909
4101,-3.69278836,40.39087296
4102,-3.69021416,40.38784409
4103,-3.69068837,40.38732529
4104,-3.69112182,40.38797760
4105,-3.68958688,40.38628387
4106,-3.68797851,40.38465881
4107,-3.68935704,40.38484955
4108,-3.68929529,40.38572693
4109,-3.69186378,40.39276123
4110,-3.69343209,40.40535736
4111,-3.69484091,40.40420151
4112,-3.69366789,40.40330505
4113,-3.69395423,40.40106201
4114,-3.69568181,40.40088272
4115,-3.69420815,40.39862061
4116,-3.69432354,40.39757538
4117,-3.69542408,40.39856339
4118,-3.69345427,40.39616394
4119,-3.69463253,40.39520264
4120,-3.69315362,40.39418030
4121,-3.69390464,40.39300919
4122,-3.69493055,40.39244461
4123,-3.69591284,40.39400482
4124,-3.69563913,40.39544678
4125,-3.69532561,40.39516449
4126,-3.68401217,40.40055847
4127,-3.68554544,40.40033340
4129,-3.68575835,40.39920807
4130,-3.67858195,40.39624023
4132,-3.67895269,40.39458466
4133,-3.68105435,40.39456177
4134,-3.67660666,40.39387131
4135,-3.67590642,40.39314651
4136,-3.67679858,40.39252090
4137,-3.67693686,40.39251328
4138,-3.69170952,40.40631866
4139,-3.67575479,40.39191055
4140,-3.67417598,40.39228058
4141,-3.67387557,40.39125443
4142,-3.68294811,40.39390564
4143,-3.68245316,40.39350128
4144,-3.69072342,40.40372467
4145,-3.68940091,40.40277863
4146,-3.69086504,40.40184402
4147,-3.69102693,40.40287399
4148,-3.69217062,40.40375519
4149,-3.69237781,40.40295029
4150,-3.69103336,40.40049362
4151,-3.69197798,40.40019226
4152,-3.69227958,40.40614700
4153,-3.68246222,40.39745331
4154,-3.68167138,40.39675140
4155,-3.68904114,40.41646957
4156,-3.68997312,40.41508865
4157,-3.69016790,40.41536713
4158,-3.68888092,40.41432571
4159,-3.68881726,40.41419601
4160,-3.69011712,40.41272354
4161,-3.68884945,40.41091919
4162,-3.68858099,40.40876389
4163,-3.68869758,40.40822220
4164,-3.68729234,40.40660858
4165,-3.68620706,40.40593338
4166,-3.68833184,40.40651321
4167,-3.70371580,40.39669418
4168,-3.70373988,40.39663315
4169,-3.70484376,40.39664078
4170,-3.69562793,40.41563034
4171,-3.69361711,40.41633987
4172,-3.69230390,40.41609955
4173,-3.69294143,40.41283035
4174,-3.69438100,40.40637589
4175,-3.69433665,40.40635681
4176,-3.69489574,40.40536118
4177,-3.69552851,40.40547180
4178,-3.69577551,40.40418625
4179,-3.69648695,40.40403748
4180,-3.69839263,40.40102386
4181,-3.69881153,40.40002823
4182,-3.69976115,40.40056229
4183,-3.70555234,40.39377975
4184,-3.70295405,40.39681625
4185,-3.70270562,40.39840317
4186,-3.69594312,40.40273666
4187,-3.69615984,40.40317154
4188,-3.69714403,40.40208054
4189,-3.69626832,40.39995575
4190,-3.69206381,40.40638351
4191,-3.66994429,40.40902710
4192,-3.67014909,40.40826035
4193,-3.66796589,40.40666580
4194,-3.70021725,40.39992523
4195,-3.70079970,40.39902115
4196,-3.70122671,40.39926910
4197,-3.69332075,40.40630341
4198,-3.70317626,40.39642715
4199,-3.70365667,40.41379929
4200,-3.70145202,40.41404724
4201,-3.70189548,40.41358566
4202,-3.70101118,40.41235733
4203,-3.70053816,40.41305161
4204,-3.69781089,40.41081238
4205,-3.69743705,40.41151810
4206,-3.69611216,40.41086960
4207,-3.69604254,40.40652847
4208,-3.69789028,40.40716553
4209,-3.69704151,40.40657806
4210,-3.70151854,40.40614319
4211,-3.70060158,40.40553284
4212,-3.70109916,40.40547943
4213,-3.70171237,40.40407181
4214,-3.70226431,40.40454483
4215,-3.70469213,40.40440750
4216,-3.70503163,40.40540314
4217,-3.70184350,40.40600204
4218,-3.70533371,40.40427780
4219,-3.70591211,40.40307999
4220,-3.70688486,40.40384674
4221,-3.70805764,40.40417480
4222,-3.70766115,40.40359116
4223,-3.68945718,40.42431641
4224,-3.67919803,40.43609238
4225,-3.68443775,40.43770599
4226,-3.70907855,40.40319061
4227,-3.70905209,40.40326309
4228,-3.71074820,40.40376663
4229,-3.71182895,40.40201569
4230,-3.69993544,40.40176392
4231,-3.70028806,40.40206528
4232,-3.69006562,40.38965607
4233,-3.70129991,40.40214539
4234,-3.70097899,40.40309906
4235,-3.69946265,40.40288544
4236,-3.70127869,40.40332031
4237,-3.70229411,40.40356827
4238,-3.70588708,40.40560150
4239,-3.70951843,40.40620041
4240,-3.70869040,40.39876938
4243,-3.69339824,40.41731644
4244,-3.69206142,40.42141724
4245,-3.69562793,40.41981125
4246,-3.69414759,40.41926956
4247,-3.69567847,40.41905975
4248,-3.69752789,40.41849518
4249,-3.69603395,40.41878891
4250,-3.69848466,40.41812897
4251,-3.69848824,40.41744232
4252,-3.69886804,40.41809464
4253,-3.69945192,40.41820526
4254,-3.70066619,40.41635895
4255,-3.70084620,40.41664886
4256,-3.70010805,40.41709137
