index,cluster,num_cars_min,num_cars_max,num_cars_mean,num_cars_median,num_cars_min_woo,num_cars_max_woo,num_cars_mean_woo,num_cars_median_woo,int_min,int_max,int_mean,int_median,ocu_min,ocu_max,ocu_mean,ocu_median,car_min,car_max,car_mean,car_median,int_woo_min,int_woo_max,int_woo_mean,int_woo_median,ocu_woo_min,ocu_woo_max,ocu_woo_mean,ocu_woo_median,car_woo_min,car_woo_max,car_woo_mean,car_woo_median,dia_semana,dia_mes,festivo,fecha,eve_3h,eve_3h_g,eve_2h,eve_2h_g,eve_1h,eve_1h_g,vmax,vv,dv,dmax,ta,tamin,tamax,prec,gran_evento
84,87,0,0,0,0,999999,999999,999999,999999,0,2220,331.06666666666666,127,0,12,2.546666666666667,1,0,60,12.453333333333333,8,25,1680,278.8333333333333,148,1,8,2.830188679245283,2,2,44,11.916666666666666,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
85,88,0,7,2,1,1,4,2,2,0,1120,414.0151515151515,400,0,97,5.7727272727272725,3,0,97,24.28787878787879,21,40,940,388.9122807017544,400,1,12,3.7413793103448274,3,8,40,23.637931034482758,21,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
86,89,0,5,3,3,2,4,3,3,0,520,198.27586206896552,160,0,15,1.2241379310344827,1,1,27,11.53448275862069,10,60,380,198.33333333333334,160,1,3,1.4516129032258065,1,3,22,11.384615384615385,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
87,90,0,0,0,0,999999,999999,999999,999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
88,91,0,3,1,0,1,1,1,1,20,2520,508.8255813953488,440,0,92,4.825581395348837,2.5,3,100,30.837209302325583,28,60,1240,454.0405405405405,440,1,10,3.191780821917808,3,14,56,29.25,28,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
89,92,0,3,1,1,1,1,1,1,60,1620,696.6666666666666,720,0,22,2.3055555555555554,1,3,35,16.666666666666668,14,180,1260,686.25,720,1,8,1.7142857142857142,1,8,29,16.34375,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
90,93,0,0,0,0,999999,999999,999999,999999,0,144,37.4,0,0,1,0.2,0,0,11,2,0,55,96,83.4,85,999999,999999,999999,999999,1,7,3.8,3,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
91,94,0,6,2,1,1,4,2,2,0,990,241.28070175438597,180,0,100,9.894736842105264,2,0,100,19.403508771929825,9,45,720,242.31460674157304,180,1,57,8.792207792207792,3,1,66,19.244444444444444,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
92,95,0,2,1,1,1,1,1,1,0,257,44.666666666666664,14.5,0,12,1.35,0,0,16,3.1333333333333333,1.5,6,154,46.90909090909091,23,1,7,3.5454545454545454,4,1,10,4.424242424242424,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
93,96,0,3,0,0,1,2,2,2,0,1220,239.14893617021278,180,0,15,2.5531914893617023,1,0,30,10.02127659574468,7,60,540,187.8048780487805,180,1,10,2.689655172413793,2,3,24,9.525,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
94,97,0,2,1,2,999999,999999,999999,999999,0,2400,368.3015873015873,135,0,30,5.285714285714286,3,0,57,16.03174603174603,12,25,1020,277.462962962963,139.5,1,15,4.8431372549019605,4,4,41,15.549019607843137,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
95,98,1,2,2,2,999999,999999,999999,999999,0,780,260.67857142857144,240,0,67,4.571428571428571,1,4,43,14.928571428571429,13.5,40,540,253.56,240,1,27,3.3714285714285714,1,8,24,14.28,13.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
96,99,0,6,2,1,1,3,2,2,0,2400,345.82278481012656,200,0,68,5.367088607594937,2,1,44,17.468354430379748,16,40,1740,277.910447761194,200,1,27,3.7540983606557377,2,5,37,16.943661971830984,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
97,100,0,2,1,1,1,1,1,1,60,200,135.55555555555554,140,1,4,2.2222222222222223,2,10,18,13.11111111111111,13,100,160,137.14285714285714,140,2,3,2.3333333333333335,2,12,16,14,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
98,101,0,11,3,2,1,6,4,4,0,1980,390.1224489795918,360,0,99,6.642857142857143,3,0,68,24.6734693877551,20,60,960,381.8313253012048,360,1,15,4.6835443037974684,3,3,61,24.397590361445783,21,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
99,102,2,15,8,9,3,13,8,9,0,2400,320.96491228070175,152,0,64,6.456140350877193,3,0,66,16.49122807017544,10,38,1080,235,152,1,31,5.868421052631579,4.5,2,59,15.285714285714286,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
100,103,2,10,5,3,3,9,5,4,0,2180,379.47008547008545,260,0,35,2.3076923076923075,1,0,41,10.991452991452991,10,60,1220,345.340206185567,300,1,6,2.0352941176470587,2,3,24,10.907216494845361,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
101,104,2,6,3,2,999999,999999,999999,999999,20,320,121.25,100,0,65,12.4375,3.5,6,37,16.4375,11,40,240,114.28571428571429,100,1,45,10.307692307692308,4,7,36,16.46153846153846,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
102,105,1,8,4,3,3,3,3,3,0,1080,119.55555555555556,45,0,6,0.7777777777777778,0,0,36,4.993827160493828,3,8,405,138.58585858585857,90,1,3,1.56,1,1,16,6.05050505050505,5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
103,106,0,20,10,15,1,19,13,16,0,480,128.8372093023256,120,0,20,2.372093023255814,0,1,30,9.325581395348838,7,40,260,126.47058823529412,130,1,14,3.642857142857143,2,3,19,8.166666666666666,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
104,107,2,7,5,6,6,6,6,6,0,660,156.92207792207793,120,0,77,5.740259740259741,2,0,77,14.792207792207792,9,60,360,148.32758620689654,120,1,16,3.6610169491525424,2,2,44,14.0625,10.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
105,108,1,1,1,1,999999,999999,999999,999999,20,180,72.14285714285714,60,0,68,11.214285714285714,0,2,37,12.214285714285714,7,40,140,75.23809523809524,60,5,37,25.5,32,4,29,11.478260869565217,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
106,109,0,2,1,1,1,1,1,1,40,499,165.38095238095238,120,0,7,1.4126984126984128,1,3,35,12.11111111111111,12,60,340,157.03703703703704,120,1,2,1.3333333333333333,1,6,24,12.019607843137255,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
107,110,0,4,2,2,2,2,2,2,0,2225,370.4761904761905,225,0,31,4.285714285714286,1.5,0,50,12.785714285714286,9,45,675,258.02777777777777,225,1,18,4.037037037037037,3,3,38,11.5,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
108,111,0,2,1,1,1,1,1,1,0,1200,219.75,120,0,100,5.3,2,0,100,19.25,12,60,840,223,180,1,26,2.730769230769231,2,2,66,19.62295081967213,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
109,112,5,9,7,6,6,6,6,6,20,340,153.7037037037037,130,0,4,1.0185185185185186,1,6,29,15.481481481481481,14,60,300,150,130,1,2,1.3333333333333333,1,10,25,15.208333333333334,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
110,113,3,4,4,4,999999,999999,999999,999999,0,1620,345.609756097561,270,0,60,5.317073170731708,3,0,67,20.951219512195124,16,120,880,312.67605633802816,280,1,16,3.5,3,9,43,19.746478873239436,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
111,114,0,1,0,0,999999,999999,999999,999999,0,720,138.75,120,0,7,1.5357142857142858,1,0,26,7.491071428571429,6.5,60,300,153.33333333333334,120,1,4,1.9545454545454546,2,2,18,8.597560975609756,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
112,115,0,4,2,2,2,2,2,2,0,1780,579.225,450,0,40,3.55,2,0,33,15.3125,15,40,1460,554.1388888888889,450,1,13,3.015625,2,3,28,15.294117647058824,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
113,117,5,7,6,5,999999,999999,999999,999999,0,332,94.3076923076923,85,0,58,1.8717948717948718,0,0,61,4.205128205128205,2,14,237,113.66666666666667,85,1,1,1,1,1,8,3.3076923076923075,3.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
114,118,6,7,7,7,999999,999999,999999,999999,0,3000,560.1136363636364,290,0,100,3.5454545454545454,2,0,100,17.25,11.5,20,2160,488.2894736842105,300,1,4,2.033333333333333,2,2,44,15.820512820512821,11.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
115,119,0,0,0,0,999999,999999,999999,999999,0,620,186.93333333333334,180,0,56,3.453333333333333,0,2,46,13.24,11,20,440,177.53846153846155,180,1,22,3.9615384615384617,1,6,29,12.477611940298507,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
116,120,6,7,6,6,999999,999999,999999,999999,0,2040,250.27027027027026,120,0,15,1.4054054054054055,1,0,39,14.054054054054054,11,20,840,192.12121212121212,120,1,3,1.35,1,2,28,13.84375,11.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
117,121,4,5,4,4,999999,999999,999999,999999,0,237,71.3157894736842,63.5,0,41,3.8157894736842106,1,0,45,6.842105263157895,3,25,144,81.25,87.5,1,27,4,1,1,32,6.392857142857143,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
118,122,0,4,2,1,1,3,2,1,0,1680,362.60869565217394,160,0,70,3.347826086956522,1,0,58,15.666666666666666,13,20,1560,302.95081967213116,160,1,8,2.161290322580645,1,2,38,15.186440677966102,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
119,123,0,1,0,0,999999,999999,999999,999999,0,1080,168.37313432835822,60,0,100,5.432835820895522,1,0,100,10.388059701492537,7,60,660,180.02380952380952,120,1,18,2.3947368421052633,2,2,22,9.311111111111112,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
120,124,1,4,3,3,3,3,3,3,0,1440,144.6341463414634,48,0,4,0.5365853658536586,0,0,26,4.2439024390243905,2,40,600,130,79,1,1,1,1,1,11,4.2272727272727275,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
121,125,0,1,0,0,999999,999999,999999,999999,0,540,188,225,0,5,1.8666666666666667,2,0,39,14.066666666666666,18,225,405,285,240,1,4,2.875,3,16,30,21.5,18.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
122,126,0,7,1,1,1,2,2,2,0,2220,576.5777777777778,360,0,87,7.955555555555556,3,0,87,23.533333333333335,22,60,1440,599,540,1,8,3.8823529411764706,3.5,4,47,23.685714285714287,25,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
123,127,0,1,0,0,999999,999999,999999,999999,0,2280,323.53846153846155,270,0,85,4.980769230769231,1,0,69,13.096153846153847,12,20,660,288.5,280,1,25,3.2777777777777777,2,1,27,12.119565217391305,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
124,128,0,9,5,5,2,7,4,5,60,1320,618.3469387755102,499,1,63,4.63265306122449,3,13,42,24.244897959183675,23,140,1180,620.975,609.5,2,7,3.108108108108108,3,16,36,23.86046511627907,23,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
125,129,0,0,0,0,999999,999999,999999,999999,0,880,292.811320754717,160,0,26,3.3962264150943398,2,1,46,20.169811320754718,16,40,780,282.1521739130435,160,1,12,3.236842105263158,2.5,8,42,20.155555555555555,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
126,130,0,3,2,2,2,2,2,2,0,720,157.8148148148148,127,0,78,8.166666666666666,2,0,80,15.555555555555555,10,35,381,147.95555555555555,127,1,37,5.675,2.5,1,45,13.25531914893617,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
127,131,6,12,9,9,9,9,9,9,0,932,226.23529411764707,120,0,9,1.9411764705882353,1,0,33,9.372549019607844,7,51,678,227.43589743589743,154,1,5,2.392857142857143,2,2,24,10.025641025641026,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
128,132,0,2,1,0,999999,999999,999999,999999,0,480,100.72992700729927,60,0,13,1.2408759124087592,1,0,35,6.7226277372262775,6,60,240,116.04395604395604,120,1,2,1.6923076923076923,2,3,17,7.659090909090909,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
129,133,2,10,5,2,999999,999999,999999,999999,0,640,246.02631578947367,210,0,33,1.881578947368421,1,1,100,15.197368421052632,11,40,560,249.5076923076923,220,1,5,1.6,1,5,25,12.35820895522388,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
130,134,0,1,0,0,999999,999999,999999,999999,0,1500,593.3333333333334,540,0,6,2.4,2,0,45,23.6,22,180,1320,569.2307692307693,540,1,4,2.4166666666666665,2,7,43,23.641025641025642,22,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
131,135,3,7,5,4,4,4,4,4,0,400,108.37037037037037,103,0,60,4.222222222222222,0,0,69,8.555555555555555,5,40,240,122.55555555555556,111.5,1,16,3.888888888888889,1,1,21,7.777777777777778,5.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
132,136,0,6,2,1,1,1,1,1,0,720,209.765625,165,0,10,2.09375,2,0,38,10.515625,10,60,480,226.6304347826087,180,1,4,2.3421052631578947,2,2,23,11.680851063829786,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
133,137,1,1,1,1,999999,999999,999999,999999,20,260,95,70,0,20,5.416666666666667,2,5,41,15,10.5,40,160,86,70,1,13,4.5,2,8,31,14.333333333333334,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
134,138,0,1,1,1,999999,999999,999999,999999,0,1160,305.97222222222223,280,0,35,5.666666666666667,3,0,44,16.27777777777778,14.5,40,560,276.61290322580646,280,1,33,4.21875,3,4,36,15.75,14.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
135,139,0,8,3,3,2,5,3,4,20,1800,540.6031746031746,460,0,89,4.9523809523809526,3,6,50,23.88888888888889,25,100,1280,505.51851851851853,460,2,9,3.739130434782609,3,10,35,23.581818181818182,25,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
136,140,1,1,1,1,999999,999999,999999,999999,40,700,268.45454545454544,200,0,31,2.9393939393939394,1,6,52,16.696969696969695,14,80,620,240.67857142857142,200,1,9,2.5714285714285716,2,7,34,16.692307692307693,14.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
137,141,0,3,1,1,1,1,1,1,0,580,119.14583333333333,80,0,4,0.5208333333333334,0,2,22,12.5,12.5,40,340,111.35135135135135,80,1,1,1,1,6,20,12.789473684210526,13.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
138,142,5,8,7,7,7,7,7,7,0,520,163.6315789473684,132,0,29,4.859649122807017,3,0,29,9.87719298245614,8,41,400,153.07843137254903,132,1,14,4.744186046511628,4,5,19,9.081632653061224,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
139,143,7,13,11,12,11,11,11,11,13,1920,356.6470588235294,240,0,57,6.568627450980392,3,0,72,18.098039215686274,14,48,1140,293.97777777777776,240,1,20,5.088235294117647,3,3,47,16.08888888888889,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
140,144,0,2,1,1,1,1,1,1,0,420,127.79661016949153,100,0,29,1.8305084745762712,1,0,23,9.440677966101696,9,20,340,120.37735849056604,100,1,5,1.5714285714285714,1,4,19,9.58,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
141,145,0,3,1,1,1,2,2,2,0,2700,493.46153846153845,250,0,58,5.5576923076923075,3,0,58,20.923076923076923,19,60,1520,447.4418604651163,300,1,15,4.4,3,2,42,20.954545454545453,19,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
142,146,2,2,2,2,999999,999999,999999,999999,0,300,128.88888888888889,120,0,74,3.75,2,3,33,15.61111111111111,14,20,260,126.25,120,1,3,1.8888888888888888,2,9,25,15.25,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
143,147,1,6,4,4,2,4,3,3,0,2580,267.15625,120,0,42,3.1979166666666665,2,0,63,18.239583333333332,15.5,40,720,233.06756756756758,180,1,8,3.1029411764705883,2,1,51,19.56,18,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
144,148,3,5,4,4,4,4,4,4,120,1680,880,930,0,4,1.8333333333333333,2,7,42,24.833333333333332,27,180,1500,870,930,1,3,2,2,11,37,26.88888888888889,27,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
145,150,0,1,1,1,999999,999999,999999,999999,0,520,97.75,46,0,8,1.25,0,0,19,3.9722222222222223,2.5,6,300,86.20689655172414,51,1,6,1.9333333333333333,1,1,10,3.9642857142857144,3,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
146,151,0,1,0,0,999999,999999,999999,999999,0,180,56.833333333333336,45,0,4,0.6666666666666666,0,0,12,3.6333333333333333,2,13,158,67.8,50,1,1,1,1,1,10,4.526315789473684,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
147,152,0,6,2,1,1,5,2,1,0,1320,328.6727272727273,320,0,47,3.8545454545454545,1,3,37,14.272727272727273,13,40,940,318.19565217391306,350,1,25,3.088235294117647,1,6,24,13.959183673469388,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
148,153,0,8,4,4,2,5,4,4,0,2940,639.2727272727273,300,0,15,3.6,3,0,55,18.945454545454545,16,60,2040,654.2857142857143,420,1,8,4.205128205128205,4,2,45,21.19047619047619,19.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
149,154,0,2,1,1,1,1,1,1,0,1060,496.2894736842105,530,0,11,1.868421052631579,1,3,39,14.578947368421053,13,80,780,498.20588235294116,530,1,4,1.8,1.5,7,26,14.058823529411764,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
150,155,0,0,0,0,999999,999999,999999,999999,20,240,130.66666666666666,120,0,12,0.8666666666666667,0,1,5,2.8,3,60,220,130.76923076923077,120,1,1,1,1,2,4,2.9166666666666665,3,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
151,156,0,3,1,1,1,1,1,1,0,360,170,170,0,2,1,1,3,21,11.125,13.5,40,300,166.66666666666666,170,1,1,1,1,13,17,14.75,14.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
152,157,5,10,7,6,6,6,6,6,0,1320,334.64285714285717,210,0,8,2.1607142857142856,2,0,39,12.625,10.5,60,1020,312.9166666666667,240,1,5,2.380952380952381,2,2,25,12.340425531914894,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
153,158,2,10,5,5,5,8,7,7,60,1840,682.1666666666666,520,1,45,6.555555555555555,3,16,65,30.916666666666668,30,220,1780,644.9375,520,2,31,5.172413793103448,4,19,56,29.90625,30,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
154,159,1,8,5,7,7,7,7,7,60,3960,1010.1587301587301,600,0,7,3.380952380952381,3,4,178,38.19047619047619,34,240,2640,911.2727272727273,600,2,5,3.302325581395349,3,13,59,34,33.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
155,160,0,0,0,0,999999,999999,999999,999999,0,1860,391.5869565217391,180,0,8,1.673913043478261,1.5,0,61,15.565217391304348,12.5,60,1740,369.20588235294116,180,1,2,1.5,1.5,2,37,15.914285714285715,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
156,161,3,8,5,5,4,7,5,5,40,880,358.6101694915254,320,1,38,9.440677966101696,6,9,63,33.71186440677966,35,100,780,349.39622641509436,320,2,27,8.634615384615385,6,17,50,33.64150943396226,35,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
157,162,0,2,1,1,1,1,1,1,20,380,139.33333333333334,110,0,7,0.7,0,2,25,11.933333333333334,11.5,40,300,123.2,100,1,1,1,1,4,22,12.416666666666666,13.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
158,163,0,3,2,2,1,2,2,2,0,840,336.26666666666665,340,0,38,2.1866666666666665,2,0,38,16.2,17,60,700,340.3076923076923,360,1,4,1.9473684210526316,2,4,26,16.37878787878788,17,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
159,164,2,4,3,3,3,3,3,3,0,840,188.25581395348837,120,0,49,1.7034883720930232,1,0,29,7.813953488372093,7,20,540,173.87755102040816,120,1,4,1.6808510638297873,1,1,17,7.836734693877551,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
160,165,1,2,1,1,999999,999999,999999,999999,0,21,2.066666666666667,0,0,4,0.26666666666666666,0,0,5,0.4,0,10,10,10,10,999999,999999,999999,999999,1,1,1,1,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
161,166,9,13,11,10,10,10,10,10,0,450,126.28282828282828,90,0,30,4.262626262626263,2,0,37,10.656565656565656,8,11,315,118.98780487804878,90,1,26,4.134328358208955,3,1,30,10.583333333333334,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
162,167,0,6,2,1,1,1,1,1,20,700,229.62962962962962,180,0,23,2.1296296296296298,1,2,40,17.25925925925926,17,60,560,217.87234042553192,180,1,6,2.2580645161290325,2,8,26,16.659574468085108,17,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
163,168,0,2,1,1,1,1,1,1,0,540,183.33333333333334,130,0,45,3.2083333333333335,1,0,16,7,5.5,20,460,152.6315789473684,120,1,5,1.7142857142857142,1,1,15,6.8,5.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
164,169,6,7,6,6,999999,999999,999999,999999,0,360,134,120,0,7,0.7,0.5,5,17,10.3,9.5,40,240,120,120,999999,999999,999999,999999,6,15,10,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
165,170,1,8,5,5,5,5,5,5,0,1080,225.53763440860214,120,0,61,4.559139784946237,1,0,66,9.946236559139784,6,9,753,203.6875,120,1,12,2.9076923076923076,2,2,26,8.375,6.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
166,171,1,2,1,1,999999,999999,999999,999999,0,1020,269.5128205128205,192,0,13,2.2051282051282053,1,0,33,10.692307692307692,9,14,780,243.42857142857142,192,1,10,2,1,2,23,10.114285714285714,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
167,172,3,4,3,3,999999,999999,999999,999999,0,560,185.80555555555554,170,0,98,4.208333333333333,0,1,46,7.430555555555555,6,40,480,186.31578947368422,180,1,5,1.5555555555555556,1,2,20,6.526315789473684,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
