index,cluster,num_cars_min,num_cars_max,num_cars_mean,num_cars_median,num_cars_min_woo,num_cars_max_woo,num_cars_mean_woo,num_cars_median_woo,int_min,int_max,int_mean,int_median,ocu_min,ocu_max,ocu_mean,ocu_median,car_min,car_max,car_mean,car_median,int_min_woo,int_max_woo,int_mean_woo,int_median_woo,ocu_min_woo,ocu_max_woo,ocu_mean_woo,ocu_median_woo,car_min_woo,car_max_woo,car_mean_woo,car_median_woo,ocu_mean_25,ocu_mean_50,ocu_mean_75,dia_semana,dia_mes,festivo,fecha,eve_3h,eve_3h_g,eve_2h,eve_2h_g,eve_1h,eve_1h_g,vmax,vv,dv,dmax,ta,tamin,tamax,prec,gran_evento
42,42,20,30,25.25,25.5,23,28,25.5,25.5,20,3680,1022.0519480519481,750,0,91,16.694805194805195,10,1,94,36.383116883116884,36,100,3180,938.5217391304348,750,1,60,13.732394366197184,10,8,63,35.460431654676256,36,20.915254237288135,27.2375,40.166666666666664,1,22,0,"2019-10-22 08:45:00",0,0,0,0,0,0,0,0,0,360,9.2,8.8,9.2,0,0
42,42,27,39,31,29,28,30,29,29,100,3640,974.3076923076923,720,1,82,15.051282051282051,10,4,88,35.544871794871796,34,140,2600,885.8181818181819,700,2,55,12.78169014084507,9.5,10,70,34.82394366197183,34,17.666666666666668,24.658227848101266,36.58974358974359,1,22,0,"2019-10-22 09:00:00",0,0,0,0,0,0,0,0,0,360,9.8,9.1,9.8,0,0
42,42,23,33,27.25,26.5,26,27,26.5,26.5,20,3520,968.1602564102565,720,0,91,17.006410256410255,10,5,90,35.06410256410256,32.5,100,3180,876.8297872340426,720,2,63,14.535714285714286,10,10,68,34.38297872340426,33,20.608,26.837209302325583,43.07692307692308,1,22,0,"2019-10-22 09:15:00",0,0,0,0,0,0,0,0,0,360,9.8,9.1,9.8,0,0
42,42,14,26,22.75,25.5,25,25,25,25,0,3380,880.6209150326797,660,0,87,13.647058823529411,8,3,85,33.20261437908497,33,80,2120,815,660,1,50,11.359154929577464,8,11,58,32.66423357664234,33,16.983050847457626,21.626506024096386,34.15,1,22,0,"2019-10-22 09:30:00",0,0,0,0,0,0,0,0,0,360,9.8,9.1,9.8,0,0
41,42,21,26,24.25,25,25,25,25,25,0,3060,917.530612244898,640,0,83,11.877551020408163,8,3,82,30.846938775510203,29,80,2780,862.6444444444444,640,1,37,9.880434782608695,7.5,7,56,30.134831460674157,29,14.710526315789474,19.03921568627451,27.25925925925926,1,22,0,"2019-10-22 09:45:00",0,0,0,0,0,0,0,0,0,360,9.8,9.1,9.8,0,0
42,42,21,26,24.25,25,25,25,25,25,40,3140,812.2236842105264,650,0,86,12.243421052631579,8,3,73,29.513157894736842,27,100,2120,751.4558823529412,650,1,40,10.170212765957446,7,8,55,29.130434782608695,27,15.033333333333333,20.294871794871796,31.394736842105264,1,22,0,"2019-10-22 10:00:00",0,0,0,0,0,0,0,0,0,360,10.4,9.8,10.5,0,0
42,42,20,30,24.75,24.5,21,28,24.5,24.5,20,3320,777.2091503267974,499,0,96,12.862745098039216,7,3,56,27.81699346405229,28,60,2300,693.5214285714286,499,1,38,10.136690647482014,7,7,48,27.257142857142856,27,15.801652892561984,20.72289156626506,33.46153846153846,1,22,0,"2019-10-22 10:15:00",0,0,0,0,0,0,0,0,0,360,10.4,9.8,10.5,0,0
42,42,11,31,23.25,25.5,20,20,20,20,20,2580,734.2847682119206,540,0,98,10.814569536423841,6,2,60,26.019867549668874,24,80,1980,672.6788321167883,540,1,48,7.956521739130435,6,7,47,25.50735294117647,24,13.678260869565218,17.317073170731707,28.128205128205128,1,22,0,"2019-10-22 10:30:00",0,0,0,0,0,0,0,0,0,360,10.4,9.8,10.5,0,0
41,42,25,31,27.75,27.5,27,28,27.5,27.5,0,3180,788.4429530201343,540,0,91,10.577181208053691,7,0,65,26.738255033557046,26,80,2620,702.223880597015,540,1,41,7.703703703703703,6,8,50,25.977777777777778,25,12.46774193548387,17.666666666666668,26.4,1,22,0,"2019-10-22 10:45:00",0,0,0,0,0,0,0,0,0,360,10.4,9.8,10.5,0,0
42,42,18,25,22.25,23,21,21,21,21,0,2800,747.9542483660131,520,0,87,12.176470588235293,7,0,69,26.980392156862745,27,60,1620,693.4071428571428,520,0,43,8.86896551724138,6,7,50,26.405797101449274,27,15.521739130434783,20.126582278481013,32.333333333333336,1,22,0,"2019-10-22 11:00:00",0,0,0,0,0,0,0,0,0,360,11.3,10.4,11.3,0,0
42,42,15,27,21,21,18,24,21,21,20,3120,805.3422818791946,620,0,76,11.731543624161073,8,5,77,28.187919463087248,27,80,2480,735.1578947368421,620,1,33,9.258992805755396,7,9,49,27.616541353383457,27,14.108333333333333,19.13157894736842,26.068181818181817,1,22,0,"2019-10-22 11:15:00",0,0,0,0,0,0,0,0,0,360,11.3,10.4,11.3,0,0
