,id_cluster,longitud,latitud
59,59,-3.6786076233333334,40.407835553333335
60,60,-3.689216,40.475920566666666
61,61,-3.73862207,40.40994317
62,62,-3.70075756,40.3993427
63,63,-3.71187932,40.422605950000005
64,64,-3.69436528,40.37082113
65,65,-3.6674969099999997,40.496522285
66,66,-3.66361482,40.3821197
67,67,-3.72804792,40.44814472
68,68,-3.6773832333333334,40.42275789333333
69,69,-3.72397243,40.49182389
70,70,-3.61491934,40.38678012
71,71,-3.7039952,40.44219768
72,72,-3.65791036,40.47100812
73,73,-3.7538839,40.36207574
74,74,-3.633171155,40.433650915
75,75,-3.60858176,40.44922002
76,76,-3.6872990850000003,40.381548714999994
77,77,-3.609312675,40.435025535
78,78,-3.59306512,40.46054054
79,79,-3.6583488849999997,40.442761355
80,80,-3.722451583333333,40.40413506666666
81,81,-3.704354605,40.4806752
82,82,-3.65280015,40.404998504999995
83,83,-3.64659857,40.4684081
84,84,-3.72199355,40.42875409
85,85,-3.76164998,40.38570426
86,86,-3.70583891,40.34980423
87,87,-3.77647693,40.37485235
88,88,-3.6688126800000003,40.426268145
89,89,-3.64013453,40.39439238
90,90,-3.6928015,40.34146308
91,91,-3.66798728,40.39916229666667
92,92,-3.74152942,40.44883477
93,93,-3.67798992,40.5081871
94,94,-3.7245016233333335,40.41392072
95,95,-3.77944276,40.45252485
96,96,-3.713168736,40.417776262
97,97,-3.76512717,40.39960854
98,98,-3.62263707,40.45445904
99,99,-3.65670232,40.410597955
100,100,-3.67954194,40.37153426
101,101,-3.7166890333333336,40.42898425
102,102,-3.708071385,40.391915345
103,103,-3.69275734,40.452185265
104,104,-3.64409282,40.45763241
105,105,-3.69766785,40.5025716
106,106,-3.649691495,40.485403430000005
107,107,-3.6673505,40.44349171
108,108,-3.61953873,40.39720619
109,109,-3.60979588,40.40981359
110,110,-3.7423902800000004,40.365768540000005
111,111,-3.69485502,40.39279843
112,112,-3.65380698,40.39163817
113,113,-3.6788731,40.44142813
114,114,-3.71180572,40.47110785
115,115,-3.691234,40.44647319
116,116,-3.63038754,40.37698744
117,117,-3.66690237,40.51098974
118,118,-3.6669299549999996,40.450577355
119,119,-3.62831822,40.42450266
120,120,-3.60396398,40.42402007
121,121,-3.6861647,40.49103288
122,122,-3.6676093400000003,40.466779335
123,123,-3.7204029,40.473753835
124,124,-3.7360483,40.47307093
125,125,-3.77740039,40.36426151
126,126,-3.7204888,40.436165
127,127,-3.6892872299999997,40.46591999
128,128,-3.6841931066666667,40.42372408
129,129,-3.65591623,40.43461273
130,130,-3.74990065,40.37650059
131,131,-3.73384844,40.37379969
132,132,-3.71141074,40.45747647
133,133,-3.65641826,40.45575856
134,134,-3.67383488,40.48425021
135,135,-3.71630493,40.49063551
136,136,-3.70220739,40.47384037
137,137,-3.60304125,40.39924406
138,138,-3.72355767,40.3935431
139,139,-3.68794131,40.43375410333333
140,140,-3.63126934,40.40763817
141,141,-3.60168116,40.36814168
142,142,-3.71232186,40.37342221
143,143,-3.71760936,40.38508644
144,144,-3.63848866,40.46992715
145,145,-3.6641741899999998,40.42022401
146,146,-3.64613637,40.408067
147,147,-3.69361118,40.402970365
148,148,-3.67218907,40.49114665
149,149,-3.63357052,40.38434069
150,150,-3.66487905,40.50477275
151,151,-3.68533116,40.50733233
152,152,-3.6639744,40.483584265000005
153,153,-3.69361982,40.414046174999996
154,154,-3.6235649299999997,40.417568700000004
155,155,-3.63941422,40.4232334
156,156,-3.65961849,40.37646601
157,157,-3.6697969,40.41157668
158,158,-3.6993957699999998,40.436620065
159,159,-3.65916994,40.41710656
160,160,-3.68996926,40.38678954
161,161,-3.706678265,40.4207818
162,162,-3.63606529,40.40088164
163,163,-3.706208785,40.447052729999996
164,164,-3.67666987,40.45859552
165,165,-3.67591053,40.50222591
166,166,-3.74094202,40.39290251
167,167,-3.6438845,40.38914151
168,168,-3.62627606,40.44763006
169,169,-3.6542101,40.46690988
170,170,-3.69396814,40.36421469
171,171,-3.69873245,40.49000131
172,172,-3.67434388,40.46717955
173,173,-3.66094268,40.4381638
174,174,-3.58238046,40.47584034
175,175,-3.6381086,40.43796397
176,176,-3.7040300100000003,40.429243925
177,177,-3.684590545,40.43784685
178,178,-3.70991505,40.48513447
179,179,-3.73956602,40.3845696
180,180,-3.68579407,40.44546841
181,181,-3.73405327,40.42648872
182,182,-3.72651855,40.43999583
183,183,-3.70256811,40.40502926
184,184,-3.64811064,40.4331777
185,185,-3.69554323,40.42758898
186,186,-3.68469625,40.483559635
187,187,-3.72376702,40.38542236
188,188,-3.69862465,40.46055984
189,189,-3.71711359,40.48414362
190,190,-3.6931139149999996,40.41896892
191,191,-3.66885059,40.38167796
192,192,-3.74817913,40.47451473
193,193,-3.67476019,40.47724967
194,194,-3.703135,40.45295002
195,195,-3.61700383,40.45858925
196,196,-3.69507802,40.37556937
197,197,-3.69956659,40.48385704
198,198,-3.73230606,40.43837577
199,199,-3.67023732,40.40665479
