,id_cluster,longitud,latitud
0,0,-3.68064657,40.424137918571425
1,1,-3.7173005866666666,40.37232679666667
2,2,-3.66144467,40.465447812
3,3,-3.7182295944444443,40.433605775555556
4,4,-3.609312675,40.435025535
5,5,-3.6459420033333334,40.39172402
6,6,-3.6958608525,40.4846685225
7,7,-3.7538839,40.36207574
8,8,-3.7636087099999997,40.379379959999994
9,9,-3.6784811299999998,40.394025
10,10,-3.7793743949999996,40.457715390000004
11,11,-3.59663777,40.364021035
12,12,-3.712288441,40.419592949
13,13,-3.690925994,40.447562516
14,14,-3.62575244,40.418503577500005
15,15,-3.7162414316666665,40.48602101666667
16,16,-3.6945893872727273,40.418859963636365
17,17,-3.68483182,40.50597665666667
18,18,-3.660181436,40.44035819
19,19,-3.58190525,40.47250056
20,20,-3.69447048,40.37020173
21,21,-3.6594772485714286,40.41691336571429
22,22,-3.6974267899999997,40.391311756
23,23,-3.61592281,40.4565156775
24,24,-3.74488389,40.472183746666666
25,25,-3.663699204,40.503670188
26,26,-3.689068624,40.467950964
27,27,-3.72924679,40.42480085333333
28,28,-3.744392424,40.385197758
29,29,-3.7263707,40.38912451666667
30,30,-3.672234068333333,40.453166216666666
31,31,-3.6172290350000003,40.391993154999994
32,32,-3.7045426333333333,40.45375209
33,33,-3.66175661,40.37787797
34,34,-3.6348169699999997,40.4350886
35,35,-3.6764049425,40.408770835
36,36,-3.670738323333333,40.49010986
37,37,-3.6737338766666667,40.471169798333335
38,38,-3.639734195,40.460150135000006
39,39,-3.70583891,40.34980423
40,40,-3.766453612,40.39755013
41,41,-3.6284124875,40.3815316725
42,42,-3.6497174175,40.4042529925
43,43,-3.736835945,40.43438447
44,44,-3.694243168888889,40.40574969
45,45,-3.5990688200000003,40.40152462
46,46,-3.77693866,40.36955693
47,47,-3.7036388666666666,40.478396923333335
48,48,-3.644636075,40.4282739275
49,49,-3.675231568,40.436907576
50,50,-3.72736063,40.411411254
51,51,-3.59306512,40.46054054
52,52,-3.692846445,40.346539365
53,53,-3.7015434585714284,40.43358918714286
54,54,-3.740577222,40.37028108
55,55,-3.711466165,40.388510995000004
56,56,-3.649691495,40.485403430000005
57,57,-3.6860273425,40.3803553075
58,58,-3.683412336,40.484938274
59,59,-3.6095078750000003,40.4193027125
60,60,-3.6867415685714287,40.43501656714285
61,61,-3.58289089,40.44457861
62,62,-3.74152942,40.44883477
63,63,-3.7157640585714287,40.404290714285715
64,64,-3.633667315,40.404259905
65,65,-3.6650858375,40.428858305
66,66,-3.642543615,40.469167625
67,67,-3.61173227,40.36958633
68,68,-3.720050515,40.472861635
69,69,-3.6533160866666665,40.45202857666667
70,70,-3.62491945,40.44479099
71,71,-3.72895751,40.44217210666667
72,72,-3.6623098933333336,40.48470505666667
73,73,-3.67515524,40.34884445
74,74,-3.66725506625,40.4033012975
