,id_cluster,longitud,latitud
0,0,-3.692121263333333,40.460841679266665
1,1,-3.7104890149253733,40.39795787932836
2,2,-3.655898746923077,40.41465575136752
3,3,-3.7640818425274727,40.39346652857143
4,4,-3.6108176369565217,40.40482777543478
5,5,-3.656589497666667,40.4854954885
6,6,-3.6947502117647057,40.368955890147056
7,7,-3.639705594050633,40.46684236835443
8,8,-3.711267122327044,40.47645340018868
9,9,-3.782358036037736,40.457317113773584
10,10,-3.7124554844705884,40.43010221364706
11,11,-3.6079425004838708,40.42879616854839
12,12,-3.674746139223301,40.4367400407767
13,13,-3.694417692881356,40.40189575220339
14,14,-3.6277346734615383,40.38216041
15,15,-3.7379738420183486,40.38604233174312
16,16,-3.5868497260869563,40.45821753130435
17,17,-3.6682425576086954,40.39065237054348
18,18,-3.7102905934453783,40.454491600756306
19,19,-3.6973788147826085,40.50306965666667
20,20,-3.6751915512142856,40.45601127657143
21,21,-3.7100254073076924,40.34234172173077
22,22,-3.6707366336885245,40.473702520491806
23,23,-3.695117606218487,40.41912871722689
24,24,-3.733704309722222,40.452354515277776
25,25,-3.774441729473684,40.37415404491228
26,26,-3.6426027424137932,40.434066676965514
27,27,-3.6286725367901234,40.418619496296294
28,28,-3.74139724902439,40.47435753268293
29,29,-3.7183931276923077,40.38034643054945
30,30,-3.6673932245348837,40.50216990081395
31,31,-3.6045723725,40.36803569138889
32,32,-3.6450361119148935,40.391338597553194
33,33,-3.7317213916981133,40.43283666924528
34,34,-3.6215177684210524,40.43889682
35,35,-3.8293090411111113,40.47225104555555
36,36,-3.6907557270689657,40.48214427594827
37,37,-3.6703781355882352,40.405942908235296
38,38,-3.7230754419298244,40.490058400175435
39,39,-3.692319688598131,40.38607862766355
40,40,-3.7440175395,40.404754520666664
41,41,-3.6885546154,40.4358640303
42,42,-3.68753954974359,40.35555109897436
43,43,-3.660340539858156,40.4375562612766
44,44,-3.619017566065574,40.45507164540984
45,45,-3.6582621366666666,40.45760107666667
46,46,-3.748294071466667,40.36924951293334
47,47,-3.6748425928846156,40.421211564423075
48,48,-3.697145164949495,40.44774373959596
49,49,-3.7206179759235667,40.4131314743949
