,id_cluster,longitud,latitud
0,0,-3.704216360625,40.43426518078125
1,1,-3.6605843103960396,40.43465622237624
2,2,-3.775384941730769,40.37475641423077
3,3,-3.6952959544262294,40.369197687868855
4,4,-3.6090616135,40.40591525375
5,5,-3.687627437125,40.481883547375
6,6,-3.7478816841860465,40.40370071813953
7,7,-3.6520709746153845,40.472315954358976
8,8,-3.782358036037736,40.457317113773584
9,9,-3.663390635862069,40.390311352931036
10,10,-3.6183132077966103,40.455054162542375
11,11,-3.7137871806944442,40.48107693611111
12,12,-3.6955821373,40.403089565
13,13,-3.690391820283019,40.462328503207544
14,14,-3.6565774026086957,40.48874322282609
15,15,-3.6837697777419356,40.359100458709676
16,16,-3.7225711843333333,40.419030135999996
17,17,-3.713705893380282,40.40011300352113
18,18,-3.65946357015625,40.41973231875
19,19,-3.6045723725,40.36803569138889
20,20,-3.6778710111214954,40.457184180186914
21,21,-3.6354003607352943,40.43278339014706
22,22,-3.6758543717708334,40.421786019479164
23,23,-3.7566363770588236,40.365846632058826
24,24,-3.693991177843137,40.41911172970588
25,25,-3.586284658888889,40.46711975481482
26,26,-3.7429380521212123,40.47581070515152
27,27,-3.72835486173913,40.452291314347825
28,28,-3.7305383511363637,40.38659970113636
29,29,-3.636277829473684,40.46633142719298
30,30,-3.8293090411111113,40.47225104555555
31,31,-3.6273240694,40.382221683
32,32,-3.6316425072972973,40.40420847918919
33,33,-3.7128952538235294,40.33905141411765
34,34,-3.6937705531182794,40.44821290655914
35,35,-3.6689359170093456,40.40602477233645
36,36,-3.764747309302326,40.39348021034884
37,37,-3.710402520757576,40.42219553272727
38,38,-3.6471334409859155,40.43057566211267
39,39,-3.6071500559375,40.4350248184375
40,40,-3.670801999285714,40.47715597130952
41,41,-3.6646287828571427,40.447590827792204
42,42,-3.716933230945946,40.47065927472973
43,43,-3.7335471734883723,40.43541370441861
44,44,-3.702456664888889,40.502185069333336
45,45,-3.6525156895081965,40.408516790327866
46,46,-3.7187922,40.38682357722222
47,47,-3.7237253190243904,40.493379159268294
48,48,-3.679726241724138,40.39515678396552
49,49,-3.712410635,40.451782746891894
50,50,-3.666915233670886,40.50185012227848
51,51,-3.6476813252272726,40.444779042045454
52,52,-3.586000914117647,40.4445829082353
53,53,-3.7419987453333334,40.37256267466667
54,54,-3.728861193188406,40.40891378072464
55,55,-3.71703569425,40.43279873675
56,56,-3.716113491351351,40.3726636227027
57,57,-3.6925814847252747,40.385644680219784
58,58,-3.685752381724138,40.50570636965517
59,59,-3.620816068627451,40.439626849215685
60,60,-3.6268707405660376,40.421060873207544
61,61,-3.687679644657534,40.43433013780822
62,62,-3.643041533207547,40.39171582471698
63,63,-3.65319167625,40.3781969125
64,64,-3.7011358987012986,40.48018233909091
65,65,-3.6675030621333335,40.4634896904
66,66,-3.7020538931460676,40.45670491022472
67,67,-3.7040497566153845,40.39377219646154
68,68,-3.676034592142857,40.437317264183676
69,69,-3.6088245878125,40.4233607746875
70,70,-3.7443937542857144,40.45553571
71,71,-3.7007558662499997,40.3501495728125
72,72,-3.7120417845454545,40.411025996
73,73,-3.653961828627451,40.45786924215686
74,74,-3.742637147230769,40.38817502738461
